Operation,attributeLabel,administrationName,attributeCode,inputType,dataType,isOption,isProperty,values,SearchableInStorefront,productTypeName,supportedUsageTypes,productCode,parentProductCode,productName,UPC,productShortDescription,productFullDescription,localeCode,isActive,price,salePrice,isoCurrencyCode,productUsage,masterCatalogId,catalogId,categoryId,manageStock,outOfStockBehavior,sizeoption,coloroptions,cost,packageWidth,packageLength,packageHeight,packageWeight,heightUnit,widthUnit,lengthUnit,weightUnit,hasConfigurableOptions,hasStandAloneOptions,fulfillmentTypes,rating,giftwrap,seoUrl,metaTitle,metaDescription,publishedState
create,,,,,,,,,,Stationary,Standard,PS_004,,Pen-Pencil,Pen_Pencil,,,en-US,TRUE,100,100,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup|Delivery,4.5,yes,,,,Live
create,,,,,,,,,,Stationary,Standard,PS_010,,Pen-Pencil,Pen_Pencil,,,en-US,TRUE,100,100,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup|Delivery,4.5,yes,,,,Live
create,,,,,,,,,,Stationary,Configurable,PC_006,,Rubber1,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,100,100,USD,Configurable,2,3,23,TRUE,AllowBackOrder,,,,1,1,1,1,in,in,in,lbs,TRUE,TRUE,DirectShip|InStorePickup|Delivery,4.5,yes,Rubber-elastic,RUBBER,Rubber-elastic,Live
create,,,,,,,,,,,,PC_006-1,PC_006,Rubber1-L-BLACK,,,,en-US,TRUE,0,0,USD,Configurable,2,3,23,TRUE,AllowBackOrder,L,Blue,100,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,,,,
create,,,,,,,,,,,,PC_006-2,PC_006,Rubber1-M-BLACK,,,,en-US,TRUE,0,0,USD,Configurable,2,3,23,TRUE,AllowBackOrder,M,Blue,100,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,,,,
create,,,,,,,,,,,,PC_006-3,PC_006,Rubber1-S-BLACK,,,,en-US,TRUE,0,0,USD,Configurable,2,3,23,TRUE,AllowBackOrder,S,Blue,100,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,,,,
create,,,,,,,,,,,,PC_006-4,PC_006,Rubber1-L-GREEN,,,,en-US,TRUE,0,0,USD,Configurable,2,3,23,TRUE,AllowBackOrder,L,Green,100,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,,,,
create,,,,,,,,,,,,PC_006-5,PC_006,Rubber1-M-GREEN,,,,en-US,TRUE,0,0,USD,Configurable,2,3,23,TRUE,AllowBackOrder,M,Green,100,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,,,,
create,,,,,,,,,,,,PC_006-6,PC_006,Rubber1-S-GREEN,,,,en-US,TRUE,0,0,USD,Configurable,2,3,23,TRUE,AllowBackOrder,S,Green,100,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,,,,
create,,,,,,,,,,,,PC_006-7,PC_006,Rubber1-L-RED,,,,en-US,TRUE,0,0,USD,Configurable,2,3,23,TRUE,AllowBackOrder,L,Red,100,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,,,,
create,,,,,,,,,,,,PC_006-8,PC_006,Rubber1-M-RED,,,,en-US,TRUE,0,0,USD,Configurable,2,3,23,TRUE,AllowBackOrder,M,Red,100,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,,,,
create,,,,,,,,,,,,PC_006-9,PC_006,Rubber1-S-RED,,,,en-US,TRUE,0,0,USD,Configurable,2,3,23,TRUE,AllowBackOrder,S,Red,100,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,,,,
create,,,,,,,,,,Stationary,Standard,STD_003,,Hardcover Journal,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,60,55,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,25,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,yes,hardcover-journal,Live,,
create,,,,,,,,,,Stationary,Standard,STD_004,,College Ruled Notebook,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,45,40,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,18,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4,yes,college-ruled-notebook,Live,,
create,,,,,,,,,,Stationary,Standard,STD_005,,Executive Notebook,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,75,65,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,30,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.5,yes,executive-notebook,Live,,
create,,,,,,,,,,Stationary,Standard,STD_006,,Premium Writing Pad,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,55,50,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,22,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,premium-writing-pad,Live,,
create,,,,,,,,,,Stationary,Standard,STD_007,,Graph Paper Notebook,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,52,46,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,21,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,yes,graph-paper-notebook,Live,,
create,,,,,,,,,,Stationary,Standard,STD_008,,Engineering Notebook,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,58,52,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,24,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,engineering-notebook,Live,,
create,,,,,,,,,,Stationary,Standard,STD_009,,Project Planner,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,80,70,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,35,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.6,yes,project-planner,Live,,
create,,,,,,,,,,Stationary,Standard,STD_010,,Daily Task Notebook,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,62,55,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,26,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,yes,daily-task-notebook,Live,,
create,,,,,,,,,,Stationary,Standard,STD_011,,Meeting Notes Notebook,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,63,57,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,27,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,meeting-notes-notebook,Live,,
create,,,,,,,,,,Stationary,Standard,STD_012,,Student Study Notebook,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,49,44,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,20,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,yes,student-study-notebook,Live,,
create,,,,,,,,,,Stationary,Standard,STD_013,,Composition Notebook,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,47,42,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,19,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4,yes,composition-notebook,Live,,
create,,,,,,,,,,Stationary,Standard,STD_014,,Sketch Notebook,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,70,65,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,28,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.5,yes,sketch-notebook,Live,,
create,,,,,,,,,,Stationary,Standard,STD_015,,Artist Drawing Pad,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,85,75,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,38,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.7,yes,artist-drawing-pad,Live,,
create,,,,,,,,,,Stationary,Standard,STD_016,,Office Memo Pad,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,35,30,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,15,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4,yes,office-memo-pad,Live,,
create,,,,,,,,,,Stationary,Standard,STD_017,,Desk Note Pad,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,33,29,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,14,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,3.9,yes,desk-note-pad,Live,,
create,,,,,,,,,,Stationary,Standard,STD_018,,Sticky Note Pack,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,28,25,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,12,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,yes,sticky-note-pack,Live,,
create,,,,,,,,,,Stationary,Standard,STD_019,,Color Sticky Notes,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,30,27,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,13,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,yes,color-sticky-notes,Live,,
create,,,,,,,,,,Stationary,Standard,STD_020,,Legal Writing Pad,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,52,46,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,21,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,legal-writing-pad,Live,,
create,,,,,,,,,,Stationary,Standard,STD_021,,Business Journal,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,68,60,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,29,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,yes,business-journal,Live,,
create,,,,,,,,,,Stationary,Standard,STD_022,,Office Log Book,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,64,58,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,27,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,yes,office-log-book,Live,,
create,,,,,,,,,,Stationary,Standard,STD_023,,Accounting Ledger,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,72,66,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,31,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,accounting-ledger,Live,,
create,,,,,,,,,,Stationary,Standard,STD_024,,Pocket Notebook,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,32,28,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,13,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4,yes,pocket-notebook,Live,,
create,,,,,,,,,,Stationary,Standard,STD_025,,Research Notebook,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,66,59,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,28,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,research-notebook,Live,,
create,,,,,,,,,,Stationary,Standard,STD_026,,Lab Record Book,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,70,63,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,30,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,yes,lab-record-book,Live,,
create,,,,,,,,,,Stationary,Standard,STD_027,,Architecture Sketch Pad,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,90,80,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,40,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.6,yes,architecture-sketch-pad,Live,,
create,,,,,,,,,,Stationary,Standard,STD_028,,Professional Planner,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,88,79,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,38,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.6,yes,professional-planner,Live,,
create,,,,,,,,,,Stationary,Standard,STD_029,,Student Assignment Book,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,54,48,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,22,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,yes,student-assignment-book,Live,,
create,,,,,,,,,,Stationary,Standard,STD_030,,Office Register,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,60,54,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,25,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,office-register,Live,,
create,,,,,,,,,,Stationary,Standard,STD_031,,Desk Organizer Notebook,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,58,52,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,24,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,yes,desk-organizer-notebook,Live,,
create,,,,,,,,,,Stationary,Standard,STD_032,,Idea Journal,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,55,49,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,22,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,yes,idea-journal,Live,,
create,,,,,,,,,,Stationary,Standard,STD_033,,Project Logbook,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,62,55,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,26,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,project-logbook,Live,,
create,,,,,,,,,,Stationary,Standard,STD_034,,Design Sketch Book,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,78,70,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,34,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.5,yes,design-sketch-book,Live,,
create,,,,,,,,,,Stationary,Standard,STD_035,,Productivity Planner,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,82,74,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,36,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.6,yes,productivity-planner,Live,,
create,,,,,,,,,,Stationary,Standard,STD_036,,Weekly Planner,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,60,54,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,25,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,weekly-planner,Live,,
create,,,,,,,,,,Stationary,Standard,STD_037,,Monthly Planner,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,64,58,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,27,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,monthly-planner,Live,,
create,,,,,,,,,,Stationary,Standard,STD_038,,Goal Setting Journal,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,68,60,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,29,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,yes,goal-setting-journal,Live,,
create,,,,,,,,,,Stationary,Standard,STD_039,,Travel Journal,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,70,63,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,30,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,yes,travel-journal,Live,,
create,,,,,,,,,,Stationary,Standard,STD_040,,Personal Diary,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,66,59,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,28,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,personal-diary,Live,,
create,,,,,,,,,,Stationary,Standard,STD_041,,Creative Writing Notebook,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,59,53,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,24,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,yes,creative-writing-notebook,Live,,
create,,,,,,,,,,Stationary,Standard,STD_042,,Teacher Lesson Planner,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,85,75,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,38,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.6,yes,teacher-lesson-planner,Live,,
create,,,,,,,,,,Stationary,Standard,STD_043,,Student Homework Notebook,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,48,43,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,19,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,yes,student-homework-notebook,Live,,
create,,,,,,,,,,Stationary,Standard,STD_044,,Office Task Register,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,61,55,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,26,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,yes,office-task-register,Live,,
create,,,,,,,,,,Stationary,Standard,STD_045,,Meeting Agenda Notebook,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,63,56,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,27,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,meeting-agenda-notebook,Live,,
create,,,,,,,,,,Stationary,Standard,STD_046,,Daily Productivity Journal,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,72,65,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,31,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,yes,daily-productivity-journal,Live,,
create,,,,,,,,,,Stationary,Standard,STD_047,,Study Revision Notebook,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,50,45,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,20,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,yes,study-revision-notebook,Live,,
create,,,,,,,,,,Stationary,Standard,STD_048,,Grid Sketch Notebook,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,57,50,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,23,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,yes,grid-sketch-notebook,Live,,
create,,,,,,,,,,Stationary,Standard,STD_049,,Technical Drawing Pad,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,82,72,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,36,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.5,yes,technical-drawing-pad,Live,,
create,,,,,,,,,,Stationary,Standard,STD_050,,Professional Notebook,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,69,62,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,29,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,yes,professional-notebook,Live,,
create,,,,,,,,,,Stationary,Standard,STD_051,,Ballpoint Pen Blue,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,12,10,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,4,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,yes,ballpoint-pen-blue,Live,,
create,,,,,,,,,,Stationary,Standard,STD_052,,Ballpoint Pen Black,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,12,10,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,4,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,yes,ballpoint-pen-black,Live,,
create,,,,,,,,,,Stationary,Standard,STD_053,,Ballpoint Pen Red,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,12,10,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,4,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,yes,ballpoint-pen-red,Live,,
create,,,,,,,,,,Stationary,Standard,STD_054,,Premium Gel Pen,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,18,15,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,6,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,premium-gel-pen,Live,,
create,,,,,,,,,,Stationary,Standard,STD_055,,Office Gel Pen,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,16,14,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,5,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,yes,office-gel-pen,Live,,
create,,,,,,,,,,Stationary,Standard,STD_056,,Student Gel Pen,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,14,12,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,5,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,yes,student-gel-pen,Live,,
create,,,,,,,,,,Stationary,Standard,STD_057,,Signature Ball Pen,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,22,19,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,8,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,yes,signature-ball-pen,Live,,
create,,,,,,,,,,Stationary,Standard,STD_058,,Executive Ball Pen,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,28,24,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,10,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.5,yes,executive-ball-pen,Live,,
create,,,,,,,,,,Stationary,Standard,STD_059,,Retractable Pen,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,15,13,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,5,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,yes,retractable-pen,Live,,
create,,,,,,,,,,Stationary,Standard,STD_060,,Classic Ink Pen,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,20,17,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,7,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,classic-ink-pen,Live,,
create,,,,,,,,,,Stationary,Standard,STD_061,,Fine Tip Gel Pen,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,18,15,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,6,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,fine-tip-gel-pen,Live,,
create,,,,,,,,,,Stationary,Standard,STD_062,,Smooth Writing Pen,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,17,14,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,6,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,yes,smooth-writing-pen,Live,,
create,,,,,,,,,,Stationary,Standard,STD_063,,Office Ballpoint Pen,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,13,11,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,4,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,yes,office-ballpoint-pen,Live,,
create,,,,,,,,,,Stationary,Standard,STD_064,,Quick Dry Ink Pen,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,16,13,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,5,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,yes,quick-dry-ink-pen,Live,,
