Operation,productTypeName,productUsage,productCode,parentProductCode,productName,localeCode,isActive,price,salePrice,isoCurrencyCode,masterCatalogId,catalogId,categoryId,manageStock,outOfStockBehavior,sizeoption,coloroptions,cost,packageWidth,packageLength,packageHeight,packageWeight,heightUnit,widthUnit,lengthUnit,weightUnit,hasConfigurableOptions,hasStandAloneOptions,fulfillmentTypes,rating,seoUrl,publishedState
delete,Stationary,Standard,CSVSTD_015,,Artist Drawing Pad,en-US,TRUE,85,75,USD,2,3,23,TRUE,AllowBackOrder,,,38,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.7,artist-drawing-pad,Live
delete,Stationary,Standard,CSVSTD_016,,Office Memo Pad,en-US,TRUE,35,30,USD,2,3,23,TRUE,AllowBackOrder,,,15,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4,office-memo-pad,Live
delete,Stationary,Standard,CSVSTD_017,,Desk Note Pad,en-US,TRUE,33,29,USD,2,3,23,TRUE,AllowBackOrder,,,14,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,3.9,desk-note-pad,Live
delete,Stationary,Standard,CSVSTD_018,,Sticky Note Pack,en-US,TRUE,28,25,USD,2,3,23,TRUE,AllowBackOrder,,,12,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,sticky-note-pack,Live
delete,Stationary,Standard,CSVSTD_019,,Color Sticky Notes,en-US,TRUE,30,27,USD,2,3,23,TRUE,AllowBackOrder,,,13,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,color-sticky-notes,Live
delete,Stationary,Standard,CSVSTD_020,,Legal Writing Pad,en-US,TRUE,52,46,USD,2,3,23,TRUE,AllowBackOrder,,,21,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,legal-writing-pad,Live
delete,Stationary,Standard,CSVSTD_021,,Business Journal,en-US,TRUE,68,60,USD,2,3,23,TRUE,AllowBackOrder,,,29,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,business-journal,Live
delete,Stationary,Standard,CSVSTD_022,,Office Log Book,en-US,TRUE,64,58,USD,2,3,23,TRUE,AllowBackOrder,,,27,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,office-log-book,Live
delete,Stationary,Standard,CSVSTD_023,,Accounting Ledger,en-US,TRUE,72,66,USD,2,3,23,TRUE,AllowBackOrder,,,31,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,accounting-ledger,Live
delete,Stationary,Standard,CSVSTD_024,,Pocket Notebook,en-US,TRUE,32,28,USD,2,3,23,TRUE,AllowBackOrder,,,13,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4,pocket-notebook,Live
delete,Stationary,Standard,CSVSTD_025,,Research Notebook,en-US,TRUE,66,59,USD,2,3,23,TRUE,AllowBackOrder,,,28,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,research-notebook,Live
delete,Stationary,Standard,CSVSTD_026,,Lab Record Book,en-US,TRUE,70,63,USD,2,3,23,TRUE,AllowBackOrder,,,30,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,lab-record-book,Live
delete,Stationary,Standard,CSVSTD_027,,Architecture Sketch Pad,en-US,TRUE,90,80,USD,2,3,23,TRUE,AllowBackOrder,,,40,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.6,architecture-sketch-pad,Live
delete,Stationary,Standard,CSVSTD_028,,Professional Planner,en-US,TRUE,88,79,USD,2,3,23,TRUE,AllowBackOrder,,,38,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.6,professional-planner,Live
delete,Stationary,Standard,CSVSTD_029,,Student Assignment Book,en-US,TRUE,54,48,USD,2,3,23,TRUE,AllowBackOrder,,,22,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,student-assignment-book,Live
delete,Stationary,Standard,CSVSTD_030,,Office Register,en-US,TRUE,60,54,USD,2,3,23,TRUE,AllowBackOrder,,,25,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,office-register,Live
delete,Stationary,Standard,CSVSTD_031,,Desk Organizer Notebook,en-US,TRUE,58,52,USD,2,3,23,TRUE,AllowBackOrder,,,24,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,desk-organizer-notebook,Live
delete,Stationary,Standard,CSVSTD_032,,Idea Journal,en-US,TRUE,55,49,USD,2,3,23,TRUE,AllowBackOrder,,,22,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,idea-journal,Live
delete,Stationary,Standard,CSVSTD_033,,Project Logbook,en-US,TRUE,62,55,USD,2,3,23,TRUE,AllowBackOrder,,,26,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,project-logbook,Live
delete,Stationary,Standard,CSVSTD_034,,Design Sketch Book,en-US,TRUE,78,70,USD,2,3,23,TRUE,AllowBackOrder,,,34,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.5,design-sketch-book,Live
delete,Stationary,Standard,CSVSTD_035,,Productivity Planner,en-US,TRUE,82,74,USD,2,3,23,TRUE,AllowBackOrder,,,36,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.6,productivity-planner,Live
delete,Stationary,Standard,CSVSTD_036,,Weekly Planner,en-US,TRUE,60,54,USD,2,3,23,TRUE,AllowBackOrder,,,25,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,weekly-planner,Live
delete,Stationary,Standard,CSVSTD_037,,Monthly Planner,en-US,TRUE,64,58,USD,2,3,23,TRUE,AllowBackOrder,,,27,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,monthly-planner,Live
delete,Stationary,Standard,CSVSTD_038,,Goal Setting Journal,en-US,TRUE,68,60,USD,2,3,23,TRUE,AllowBackOrder,,,29,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,goal-setting-journal,Live
delete,Stationary,Standard,CSVSTD_039,,Travel Journal,en-US,TRUE,70,63,USD,2,3,23,TRUE,AllowBackOrder,,,30,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,travel-journal,Live
delete,Stationary,Standard,CSVSTD_040,,Personal Diary,en-US,TRUE,66,59,USD,2,3,23,TRUE,AllowBackOrder,,,28,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,personal-diary,Live
delete,Stationary,Standard,CSVSTD_041,,Creative Writing Notebook,en-US,TRUE,59,53,USD,2,3,23,TRUE,AllowBackOrder,,,24,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,creative-writing-notebook,Live
delete,Stationary,Standard,CSVSTD_042,,Teacher Lesson Planner,en-US,TRUE,85,75,USD,2,3,23,TRUE,AllowBackOrder,,,38,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.6,teacher-lesson-planner,Live
delete,Stationary,Standard,CSVSTD_043,,Student Homework Notebook,en-US,TRUE,48,43,USD,2,3,23,TRUE,AllowBackOrder,,,19,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,student-homework-notebook,Live
delete,Stationary,Standard,CSVSTD_044,,Office Task Register,en-US,TRUE,61,55,USD,2,3,23,TRUE,AllowBackOrder,,,26,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,office-task-register,Live
delete,Stationary,Standard,CSVSTD_045,,Meeting Agenda Notebook,en-US,TRUE,63,56,USD,2,3,23,TRUE,AllowBackOrder,,,27,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,meeting-agenda-notebook,Live
delete,Stationary,Standard,CSVSTD_046,,Daily Productivity Journal,en-US,TRUE,72,65,USD,2,3,23,TRUE,AllowBackOrder,,,31,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,daily-productivity-journal,Live
delete,Stationary,Standard,CSVSTD_047,,Study Revision Notebook,en-US,TRUE,50,45,USD,2,3,23,TRUE,AllowBackOrder,,,20,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,study-revision-notebook,Live
delete,Stationary,Standard,CSVSTD_048,,Grid Sketch Notebook,en-US,TRUE,57,50,USD,2,3,23,TRUE,AllowBackOrder,,,23,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,grid-sketch-notebook,Live
delete,Stationary,Standard,CSVSTD_049,,Technical Drawing Pad,en-US,TRUE,82,72,USD,2,3,23,TRUE,AllowBackOrder,,,36,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.5,technical-drawing-pad,Live
delete,Stationary,Standard,CSVSTD_050,,Professional Notebook,en-US,TRUE,69,62,USD,2,3,23,TRUE,AllowBackOrder,,,29,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,professional-notebook,Live
delete,Stationary,Standard,CSVSTD_051,,Ballpoint Pen Blue,en-US,TRUE,12,10,USD,2,3,23,TRUE,AllowBackOrder,,,4,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,ballpoint-pen-blue,Live
delete,Stationary,Standard,CSVSTD_052,,Ballpoint Pen Green,en-US,TRUE,12,10,USD,2,3,23,TRUE,AllowBackOrder,,,4,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,ballpoint-pen-Green,Live
delete,Stationary,Standard,CSVSTD_053,,Ballpoint Pen Red,en-US,TRUE,12,10,USD,2,3,23,TRUE,AllowBackOrder,,,4,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,ballpoint-pen-red,Live
delete,Stationary,Standard,CSVSTD_054,,Premium Gel Pen,en-US,TRUE,18,15,USD,2,3,23,TRUE,AllowBackOrder,,,6,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,premium-gel-pen,Live
delete,Stationary,Standard,CSVSTD_055,,Office Gel Pen,en-US,TRUE,16,14,USD,2,3,23,TRUE,AllowBackOrder,,,5,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,office-gel-pen,Live
delete,Stationary,Standard,CSVSTD_056,,Student Gel Pen,en-US,TRUE,14,12,USD,2,3,23,TRUE,AllowBackOrder,,,5,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,student-gel-pen,Live
delete,Stationary,Standard,CSVSTD_057,,Signature Ball Pen,en-US,TRUE,22,19,USD,2,3,23,TRUE,AllowBackOrder,,,8,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,signature-ball-pen,Live
delete,Stationary,Standard,CSVSTD_058,,Executive Ball Pen,en-US,TRUE,28,24,USD,2,3,23,TRUE,AllowBackOrder,,,10,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.5,executive-ball-pen,Live
delete,Stationary,Standard,CSVSTD_059,,Retractable Pen,en-US,TRUE,15,13,USD,2,3,23,TRUE,AllowBackOrder,,,5,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,retractable-pen,Live
delete,Stationary,Standard,CSVSTD_060,,Classic Ink Pen,en-US,TRUE,20,17,USD,2,3,23,TRUE,AllowBackOrder,,,7,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,classic-ink-pen,Live
delete,Stationary,Standard,CSVSTD_061,,Fine Tip Gel Pen,en-US,TRUE,18,15,USD,2,3,23,TRUE,AllowBackOrder,,,6,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,fine-tip-gel-pen,Live
delete,Stationary,Standard,CSVSTD_062,,Smooth Writing Pen,en-US,TRUE,17,14,USD,2,3,23,TRUE,AllowBackOrder,,,6,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,smooth-writing-pen,Live
delete,Stationary,Standard,CSVSTD_063,,Office Ballpoint Pen,en-US,TRUE,13,11,USD,2,3,23,TRUE,AllowBackOrder,,,4,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,office-ballpoint-pen,Live
delete,Stationary,Standard,CSVSTD_064,,Quick Dry Ink Pen,en-US,TRUE,16,13,USD,2,3,23,TRUE,AllowBackOrder,,,5,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,quick-dry-ink-pen,Live
delete,Stationary,Standard,CSVSTD_065,,Professional Writing Pen,en-US,TRUE,25,22,USD,2,3,23,TRUE,AllowBackOrder,,,9,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.5,professional-writing-pen,Live
delete,Stationary,Standard,CSVSTD_066,,Luxury Metal Pen,en-US,TRUE,35,30,USD,2,3,23,TRUE,AllowBackOrder,,,14,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.6,luxury-metal-pen,Live
delete,Stationary,Standard,CSVSTD_067,,Classic Office Pen,en-US,TRUE,15,13,USD,2,3,23,TRUE,AllowBackOrder,,,5,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,classic-office-pen,Live
delete,Stationary,Standard,CSVSTD_068,,Premium Writing Pen,en-US,TRUE,24,20,USD,2,3,23,TRUE,AllowBackOrder,,,8,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,premium-writing-pen,Live
delete,Stationary,Standard,CSVSTD_069,,Signature Ink Pen,en-US,TRUE,27,23,USD,2,3,23,TRUE,AllowBackOrder,,,9,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.5,signature-ink-pen,Live
delete,Stationary,Standard,CSVSTD_070,,Daily Use Pen,en-US,TRUE,11,9,USD,2,3,23,TRUE,AllowBackOrder,,,3,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4,daily-use-pen,Live
delete,Stationary,Standard,CSVSTD_071,,HB Graphite Pencil,en-US,TRUE,8,6,USD,2,3,23,TRUE,AllowBackOrder,,,2,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4,hb-graphite-pencil,Live
delete,Stationary,Standard,CSVSTD_072,,2B Drawing Pencil,en-US,TRUE,9,7,USD,2,3,23,TRUE,AllowBackOrder,,,2,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,2b-drawing-pencil,Live
delete,Stationary,Standard,CSVSTD_073,,4B Sketch Pencil,en-US,TRUE,10,8,USD,2,3,23,TRUE,AllowBackOrder,,,3,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,4b-sketch-pencil,Live
delete,Stationary,Standard,CSVSTD_074,,Mechanical Pencil 0.5,en-US,TRUE,14,12,USD,2,3,23,TRUE,AllowBackOrder,,,5,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,mechanical-pencil-05,Live
delete,Stationary,Standard,CSVSTD_075,,Mechanical Pencil 0.7,en-US,TRUE,15,13,USD,2,3,23,TRUE,AllowBackOrder,,,5,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,mechanical-pencil-07,Live
delete,Stationary,Standard,CSVSTD_076,,Professional Drawing Pencil,en-US,TRUE,18,15,USD,2,3,23,TRUE,AllowBackOrder,,,6,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,professional-drawing-pencil,Live
delete,Stationary,Standard,CSVSTD_077,,Student Writing Pencil,en-US,TRUE,7,5,USD,2,3,23,TRUE,AllowBackOrder,,,2,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4,student-writing-pencil,Live
delete,Stationary,Standard,CSVSTD_078,,Premium Graphite Pencil,en-US,TRUE,12,10,USD,2,3,23,TRUE,AllowBackOrder,,,4,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,premium-graphite-pencil,Live
delete,Stationary,Standard,CSVSTD_079,,Architect Drafting Pencil,en-US,TRUE,20,17,USD,2,3,23,TRUE,AllowBackOrder,,,7,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.5,architect-drafting-pencil,Live
delete,Stationary,Standard,CSVSTD_080,,Fine Sketch Pencil,en-US,TRUE,11,9,USD,2,3,23,TRUE,AllowBackOrder,,,3,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,fine-sketch-pencil,Live
delete,Stationary,Standard,CSVSTD_081,,Plastic Scale 15cm,en-US,TRUE,5,4,USD,2,3,23,TRUE,AllowBackOrder,,,1,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4,plastic-scale-15cm,Live
delete,Stationary,Standard,CSVSTD_082,,Plastic Scale 30cm,en-US,TRUE,6,5,USD,2,3,23,TRUE,AllowBackOrder,,,1,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,plastic-scale-30cm,Live
delete,Stationary,Standard,CSVSTD_083,,Steel Ruler 30cm,en-US,TRUE,10,8,USD,2,3,23,TRUE,AllowBackOrder,,,3,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,steel-ruler-30cm,Live
delete,Stationary,Standard,CSVSTD_084,,Flexible Scale,en-US,TRUE,7,6,USD,2,3,23,TRUE,AllowBackOrder,,,2,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,flexible-scale,Live
delete,Stationary,Standard,CSVSTD_085,,Geometry Ruler,en-US,TRUE,9,7,USD,2,3,23,TRUE,AllowBackOrder,,,2,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,geometry-ruler,Live
delete,Stationary,Standard,CSVSTD_086,,Drafting Scale,en-US,TRUE,14,12,USD,2,3,23,TRUE,AllowBackOrder,,,5,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,drafting-scale,Live
delete,Stationary,Standard,CSVSTD_087,,Student Ruler,en-US,TRUE,4,3,USD,2,3,23,TRUE,AllowBackOrder,,,1,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4,student-ruler,Live
delete,Stationary,Standard,CSVSTD_088,,Professional Measuring Scale,en-US,TRUE,16,14,USD,2,3,23,TRUE,AllowBackOrder,,,6,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,professional-measuring-scale,Live
delete,Stationary,Standard,CSVSTD_089,,Clear Plastic Ruler,en-US,TRUE,6,5,USD,2,3,23,TRUE,AllowBackOrder,,,1,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,clear-plastic-ruler,Live
delete,Stationary,Standard,CSVSTD_090,,Premium Steel Scale,en-US,TRUE,18,15,USD,2,3,23,TRUE,AllowBackOrder,,,7,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.5,premium-steel-scale,Live
delete,Stationary,Standard,CSVSTD_091,,Office Stapler,en-US,TRUE,22,19,USD,2,3,23,TRUE,AllowBackOrder,,,8,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,office-stapler,Live
delete,Stationary,Standard,CSVSTD_092,,Heavy Duty Stapler,en-US,TRUE,35,30,USD,2,3,23,TRUE,AllowBackOrder,,,14,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.5,heavy-duty-stapler,Live
delete,Stationary,Standard,CSVSTD_093,,Mini Desk Stapler,en-US,TRUE,18,15,USD,2,3,23,TRUE,AllowBackOrder,,,6,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,mini-desk-stapler,Live
delete,Stationary,Standard,CSVSTD_094,,Stapler Pin Box,en-US,TRUE,6,5,USD,2,3,23,TRUE,AllowBackOrder,,,1,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,stapler-pin-box,Live
delete,Stationary,Standard,CSVSTD_095,,Office Paper Punch,en-US,TRUE,20,17,USD,2,3,23,TRUE,AllowBackOrder,,,7,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,office-paper-punch,Live
delete,Stationary,Standard,CSVSTD_096,,Two Hole Puncher,en-US,TRUE,24,20,USD,2,3,23,TRUE,AllowBackOrder,,,9,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,two-hole-puncher,Live
delete,Electronic_gadgets,Standard,CSVSTD_101,,Wireless Mouse,en-US,TRUE,25,21,USD,2,3,23,TRUE,AllowBackOrder,,,9,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,wireless-mouse,Live
delete,Electronic_gadgets,Standard,CSVSTD_102,,Bluetooth Keyboard,en-US,TRUE,45,40,USD,2,3,23,TRUE,AllowBackOrder,,,18,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,bluetooth-keyboard,Live
delete,Electronic_gadgets,Standard,CSVSTD_103,,USB Flash Drive 32GB,en-US,TRUE,18,15,USD,2,3,23,TRUE,AllowBackOrder,,,6,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,usb-flash-drive-32gb,Live
delete,Electronic_gadgets,Standard,CSVSTD_104,,USB Flash Drive 64GB,en-US,TRUE,22,18,USD,2,3,23,TRUE,AllowBackOrder,,,7,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,usb-flash-drive-64gb,Live
delete,Electronic_gadgets,Standard,CSVSTD_105,,Portable Power Bank 10000mAh,en-US,TRUE,35,30,USD,2,3,23,TRUE,AllowBackOrder,,,14,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.5,power-bank-10000mah,Live
delete,Electronic_gadgets,Standard,CSVSTD_106,,Portable Power Bank 20000mAh,en-US,TRUE,50,45,USD,2,3,23,TRUE,AllowBackOrder,,,20,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.6,power-bank-20000mah,Live
delete,Electronic_gadgets,Standard,CSVSTD_107,,USB Type-C Cable,en-US,TRUE,12,10,USD,2,3,23,TRUE,AllowBackOrder,,,3,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,usb-type-c-cable,Live
delete,Electronic_gadgets,Standard,CSVSTD_108,,Lightning Charging Cable,en-US,TRUE,15,12,USD,2,3,23,TRUE,AllowBackOrder,,,4,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,lightning-charging-cable,Live
delete,Electronic_gadgets,Standard,CSVSTD_109,,Fast Wall Charger,en-US,TRUE,28,24,USD,2,3,23,TRUE,AllowBackOrder,,,10,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,fast-wall-charger,Live
